CustomerID,SeniorCitizen,Partner,Dependents,Tenure,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,TenureBucket
1764-VUUMT,0,No,Yes,66,No,No,No,Two year,No,Credit card,19.95,1269.1,0,19.228787878787877,4-6yr
5073-WXOYN,0,No,No,60,DSL,No,No,Month-to-month,Yes,Electronic check,50.8,3027.4,1,50.45666666666667,4-6yr
4713-ZBURT,0,No,Yes,45,Fiber optic,No,No,Two year,No,Bank transfer,99.7,4634.35,0,102.98555555555556,2-4yr
3050-GBUSH,0,No,No,3,DSL,No,No,Month-to-month,Yes,Credit card,34.8,113.95,0,37.983333333333334,0-1yr
0207-MDKNV,0,No,No,15,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,105.1,1582.75,1,105.51666666666667,1-2yr
7876-AEHIG,0,No,Yes,51,DSL,Yes,Yes,One year,No,Bank transfer,60.15,3077.0,0,60.333333333333336,4-6yr
7945-HLKEA,0,No,No,60,DSL,Yes,Yes,One year,No,Electronic check,64.75,4039.5,0,67.325,4-6yr
9342-VNIMQ,0,No,No,33,DSL,No,No,Month-to-month,Yes,Bank transfer,54.65,1665.2,0,50.46060606060606,2-4yr
9851-KIELU,0,No,No,10,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,1,104.33,0-1yr
3523-BRGUW,1,No,No,26,No,No,No,One year,No,Credit card,19.3,504.2,0,19.392307692307693,2-4yr
3908-BLSYF,0,No,No,6,Fiber optic,No,No,Month-to-month,No,Electronic check,83.9,497.55,1,82.925,0-1yr
3199-NPKCN,0,Yes,No,67,Fiber optic,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,0,112.1141791044776,4-6yr
5170-PTRKA,0,Yes,Yes,49,DSL,Yes,Yes,One year,Yes,Credit card,35.8,1782.0,0,36.36734693877551,4-6yr
4661-NJEUX,0,No,No,1,No,No,No,Month-to-month,Yes,Mailed check,20.05,20.05,0,20.05,0-1yr
2123-AGEEN,1,No,No,7,Fiber optic,No,No,Month-to-month,Yes,Electronic check,84.35,609.65,0,87.09285714285714,0-1yr
1258-YMZNM,1,No,No,27,Fiber optic,Yes,No,One year,Yes,Bank transfer,110.5,2857.6,0,105.83703703703704,2-4yr
0048-LUMLS,0,Yes,Yes,37,Fiber optic,No,No,One year,No,Credit card,91.2,3247.55,0,87.77162162162162,2-4yr
7549-MYGPK,0,Yes,Yes,63,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,100.55,6215.35,1,98.65634920634922,4-6yr
5898-IGSLP,0,Yes,Yes,31,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,89.3,2823.0,0,91.06451612903226,2-4yr
3804-RVTGV,0,Yes,Yes,50,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,103.85,5017.9,1,100.35799999999999,4-6yr
6259-WJQLC,1,No,No,32,Fiber optic,No,No,Month-to-month,Yes,Credit card,81.1,2619.25,0,81.8515625,2-4yr
9227-LUNBG,0,No,No,1,DSL,No,No,Month-to-month,No,Electronic check,24.6,24.6,1,24.6,0-1yr
7997-EASSD,0,Yes,No,63,Fiber optic,No,Yes,One year,Yes,Credit card,81.2,4965.1,0,78.81111111111112,4-6yr
0730-KOAVE,0,No,No,30,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,94.3,2679.7,0,89.32333333333332,2-4yr
8975-SKGRX,0,Yes,No,71,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer,116.1,8310.55,0,117.04999999999998,4-6yr
0678-RLHVP,0,No,No,53,Fiber optic,No,No,Two year,No,Electronic check,105.55,5682.25,0,107.2122641509434,4-6yr
4315-MURBD,0,No,No,12,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,98.9,1120.95,1,93.41250000000001,0-1yr
2267-FPIMA,0,Yes,No,50,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,94.4,4914.9,0,98.29799999999999,4-6yr
1051-GEJLJ,0,No,No,2,No,No,No,Month-to-month,No,Mailed check,19.5,27.55,0,13.775,0-1yr
9734-YWGEX,0,No,No,9,Fiber optic,No,No,Month-to-month,No,Credit card,98.3,923.5,1,102.61111111111111,0-1yr
2719-BDAQO,0,No,No,17,Fiber optic,Yes,No,Month-to-month,No,Electronic check,93.85,1625.65,1,95.62647058823529,1-2yr
5285-MVEHD,0,Yes,No,56,Fiber optic,Yes,No,One year,Yes,Credit card,105.6,6068.65,0,108.36874999999999,4-6yr
0379-DJQHR,0,Yes,Yes,67,DSL,Yes,No,Two year,No,Credit card,81.35,5398.6,0,80.57611940298509,4-6yr
0781-LKXBR,1,No,No,9,Fiber optic,No,No,Month-to-month,Yes,Electronic check,100.5,918.6,1,102.06666666666666,0-1yr
5543-QDCRY,0,No,No,4,DSL,No,No,Month-to-month,Yes,Electronic check,56.4,234.85,0,58.7125,0-1yr
0297-RBCSG,0,No,No,19,DSL,No,Yes,One year,Yes,Bank transfer,65.35,1231.85,0,64.83421052631579,1-2yr
4694-PHWFW,0,No,Yes,8,No,No,No,Month-to-month,No,Mailed check,19.95,170.9,0,21.3625,0-1yr
0835-JKADZ,0,No,No,71,Fiber optic,No,Yes,Two year,Yes,Electronic check,111.25,7984.15,0,112.45281690140844,4-6yr
1907-UBQFC,1,No,No,10,Fiber optic,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,1,68.865,0-1yr
7508-SMHXL,1,No,No,15,Fiber optic,No,No,Month-to-month,No,Credit card,89.0,1288.3,0,85.88666666666667,1-2yr
3865-YIOTT,0,Yes,Yes,72,Fiber optic,Yes,No,One year,Yes,Bank transfer,106.1,7848.5,0,109.00694444444444,4-6yr
5993-BQHEA,0,No,No,12,No,No,No,One year,No,Credit card,20.05,267.0,0,22.25,0-1yr
6024-RUGGH,0,Yes,Yes,72,No,No,No,Two year,Yes,Bank transfer,25.2,1798.9,0,24.984722222222224,4-6yr
6513-EECDB,1,Yes,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,1,73.55,0-1yr
3956-CJUST,1,No,No,23,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,75.4,1643.55,0,71.45869565217392,1-2yr
4079-WWQQQ,0,No,No,72,DSL,Yes,Yes,Two year,Yes,Bank transfer,65.55,4807.45,0,66.77013888888888,4-6yr
6103-BOCOU,0,No,No,26,Fiber optic,No,No,Month-to-month,Yes,Electronic check,80.7,2193.0,0,84.34615384615384,2-4yr
5149-TGWDZ,0,No,No,21,Fiber optic,No,Yes,One year,Yes,Mailed check,104.55,2239.4,0,106.63809523809525,1-2yr
7471-WNSUF,0,Yes,No,60,No,No,No,One year,No,Bank transfer,24.15,1505.9,0,25.098333333333336,4-6yr
8942-DBMHZ,0,No,No,12,No,No,No,Month-to-month,No,Mailed check,20.45,255.35,0,21.279166666666665,0-1yr
4301-VVZKA,0,Yes,No,16,Fiber optic,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,0,74.3375,1-2yr
9199-PWQVC,0,Yes,No,63,DSL,Yes,No,One year,Yes,Credit card,79.7,4786.15,0,75.97063492063492,4-6yr
4824-GUCBY,1,No,No,22,Fiber optic,Yes,No,Month-to-month,No,Electronic check,81.7,1820.9,0,82.76818181818182,1-2yr
5393-HJZSM,0,Yes,Yes,32,DSL,Yes,Yes,Month-to-month,No,Bank transfer,76.3,2404.15,0,75.1296875,2-4yr
7074-IEVOJ,1,No,No,3,Fiber optic,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,1,68.35000000000001,0-1yr
9625-QSTYE,0,No,No,13,Fiber optic,No,No,Month-to-month,Yes,Electronic check,81.15,952.3,1,73.25384615384615,1-2yr
0862-PRCBS,0,Yes,Yes,68,Fiber optic,No,Yes,Two year,Yes,Credit card,103.75,7039.45,0,103.52132352941176,4-6yr
8812-ZRHFP,0,Yes,Yes,30,Fiber optic,No,No,One year,No,Electronic check,86.45,2538.05,0,84.60166666666667,2-4yr
5146-CBVOE,0,No,No,16,Fiber optic,No,No,Month-to-month,No,Bank transfer,75.1,1212.85,0,75.803125,1-2yr
0454-OKRCT,0,No,No,33,Fiber optic,No,Yes,Two year,No,Bank transfer,80.6,2651.1,0,80.33636363636363,2-4yr
5787-KXGIY,0,Yes,No,72,No,No,No,Two year,No,Credit card,19.3,1304.8,0,18.12222222222222,4-6yr
4750-ZRXIU,1,No,No,4,Fiber optic,No,No,Month-to-month,Yes,Electronic check,84.6,360.1,1,90.025,0-1yr
4198-VFOEA,0,No,No,12,DSL,Yes,Yes,One year,Yes,Mailed check,33.6,435.45,0,36.2875,0-1yr
6630-UJZMY,1,Yes,No,4,Fiber optic,No,No,Month-to-month,Yes,Electronic check,83.25,308.05,0,77.0125,0-1yr
5709-LVOEQ,0,Yes,Yes,0,DSL,Yes,No,Two year,No,Mailed check,80.85,0.0,0,0.0,
6400-BWQKW,0,No,No,6,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,79.05,434.5,1,72.41666666666667,0-1yr
2692-AQCPF,0,Yes,No,65,Fiber optic,No,Yes,One year,Yes,Credit card,108.05,7118.9,0,109.52153846153846,4-6yr
0347-UBKUZ,0,No,No,15,No,No,No,Month-to-month,No,Mailed check,19.9,320.45,0,21.363333333333333,1-2yr
0835-DUUIQ,0,No,Yes,24,No,No,No,One year,No,Bank transfer,21.05,531.55,0,22.147916666666664,1-2yr
0811-GSDTP,0,No,Yes,13,DSL,No,No,Month-to-month,No,Electronic check,30.15,382.2,0,29.4,1-2yr
7567-ECMCM,0,No,No,24,Fiber optic,No,No,Month-to-month,Yes,Credit card,79.85,2001.0,0,83.375,1-2yr
6115-ZTBFQ,0,Yes,No,72,DSL,Yes,Yes,Two year,No,Bank transfer,65.5,4919.7,0,68.32916666666667,4-6yr
6353-BRMMA,0,Yes,Yes,54,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,104.1,5645.8,0,104.55185185185185,4-6yr
6680-WKXRZ,0,No,No,3,Fiber optic,No,No,Month-to-month,No,Bank transfer,74.4,215.8,1,71.93333333333334,0-1yr
6231-WFGFH,0,Yes,Yes,4,No,No,No,Month-to-month,Yes,Mailed check,20.5,77.6,0,19.4,0-1yr
9904-EHEVJ,1,Yes,Yes,32,Fiber optic,No,No,Month-to-month,Yes,Mailed check,91.35,2896.55,0,90.5171875,2-4yr
7028-DVOIQ,1,No,No,35,Fiber optic,No,No,Month-to-month,Yes,Electronic check,99.05,3395.8,1,97.02285714285715,2-4yr
6169-PPETC,0,Yes,Yes,35,No,No,No,Two year,No,Bank transfer,20.5,759.35,0,21.695714285714285,2-4yr
4208-UFFGW,1,No,No,2,DSL,No,No,Month-to-month,No,Mailed check,44.95,85.15,1,42.575,0-1yr
8584-KMVXD,0,No,No,8,Fiber optic,No,No,Month-to-month,No,Electronic check,75.6,535.55,0,66.94375,0-1yr
8467-WYNSR,0,No,No,22,DSL,Yes,Yes,Month-to-month,No,Mailed check,55.1,1253.15,0,56.96136363636364,1-2yr
0851-DFJKB,0,No,No,15,DSL,Yes,Yes,Month-to-month,No,Electronic check,58.95,955.15,0,63.67666666666666,1-2yr
5382-SOYZL,0,No,No,22,Fiber optic,No,No,Month-to-month,Yes,Electronic check,95.1,2162.6,0,98.3,1-2yr
9448-REEVD,0,Yes,No,1,DSL,No,No,Month-to-month,No,Credit card,44.7,44.7,1,44.7,0-1yr
3261-CQXOL,0,Yes,Yes,71,No,No,No,Two year,No,Bank transfer,25.45,1813.35,0,25.54014084507042,4-6yr
8388-FYNPZ,0,No,No,4,DSL,Yes,No,Month-to-month,No,Electronic check,56.75,245.15,0,61.2875,0-1yr
4002-BQWPQ,0,No,No,25,DSL,Yes,Yes,Month-to-month,No,Bank transfer,81.75,2028.8,0,81.152,2-4yr
5651-YLPRD,0,Yes,Yes,32,Fiber optic,No,No,Month-to-month,Yes,Electronic check,86.1,2723.75,0,85.1171875,2-4yr
2826-DXLQO,1,Yes,No,7,DSL,Yes,No,Month-to-month,No,Bank transfer,29.8,220.45,0,31.49285714285714,0-1yr
4378-BZYFP,0,No,No,17,No,No,No,One year,Yes,Mailed check,20.5,365.8,0,21.51764705882353,1-2yr
9489-UTFKA,1,Yes,No,8,DSL,Yes,No,Month-to-month,No,Bank transfer,60.9,551.95,0,68.99375,0-1yr
4849-PYRLQ,1,No,No,56,DSL,Yes,Yes,Two year,No,Bank transfer,73.25,4054.2,0,72.39642857142857,4-6yr
9117-SHLZX,0,No,No,1,DSL,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,1,45.7,0-1yr
9889-TMAHG,1,No,No,8,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,100.3,832.35,1,104.04375,0-1yr
4541-RMRLG,0,No,No,7,No,No,No,Month-to-month,No,Electronic check,19.25,112.3,1,16.04285714285714,0-1yr
7764-BDPEE,0,No,Yes,3,No,No,No,Month-to-month,No,Mailed check,20.85,60.65,0,20.216666666666665,0-1yr
3429-IFLEM,0,No,No,71,DSL,Yes,Yes,Two year,No,Credit card,77.35,5550.1,0,78.17042253521127,4-6yr
3158-MOERK,0,No,No,2,Fiber optic,No,No,Month-to-month,Yes,Electronic check,96.0,174.8,1,87.4,0-1yr
7294-TMAOP,0,No,No,1,Fiber optic,No,No,Month-to-month,No,Electronic check,90.55,90.55,1,90.55,0-1yr
5002-GCQFH,0,Yes,No,49,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,93.85,4733.1,0,96.59387755102041,4-6yr
0556-FJEGU,0,No,No,58,DSL,No,Yes,Two year,No,Bank transfer,70.1,4048.95,0,69.80948275862069,4-6yr
8919-FYFQZ,1,Yes,No,44,DSL,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,1,30.902272727272727,2-4yr
0604-THJFP,0,Yes,Yes,59,DSL,No,Yes,Two year,Yes,Credit card,75.95,4542.35,0,76.98898305084747,4-6yr
2834-JRTUA,0,No,No,71,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,108.05,7532.15,1,106.08661971830985,4-6yr
5875-YPQFJ,0,No,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,1,69.9,0-1yr
5879-SESNB,0,No,No,11,Fiber optic,No,No,Month-to-month,No,Electronic check,75.25,888.65,0,80.78636363636363,0-1yr
6646-QVXLR,1,Yes,No,62,Fiber optic,No,No,One year,Yes,Electronic check,103.75,6383.35,1,102.95725806451614,4-6yr
6461-PPAXN,0,Yes,Yes,35,DSL,Yes,Yes,One year,Yes,Bank transfer,54.95,1916.0,0,54.74285714285714,2-4yr
3318-ISQFQ,0,No,No,20,No,No,No,Month-to-month,Yes,Bank transfer,19.5,413.0,0,20.65,1-2yr
1106-HRLKZ,0,Yes,Yes,40,No,No,No,Two year,No,Mailed check,19.6,808.95,0,20.223750000000003,2-4yr
2483-XSSMZ,0,No,No,39,DSL,Yes,No,One year,Yes,Electronic check,47.85,1886.4,0,48.369230769230775,2-4yr
8603-IJWDN,0,No,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,86.6,86.6,1,86.6,0-1yr
8165-ZJRNM,0,Yes,Yes,72,No,No,No,Two year,No,Bank transfer,23.75,1679.25,0,23.322916666666668,4-6yr
9369-XFEHK,1,Yes,No,33,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,80.6,2656.5,1,80.5,2-4yr
2604-XVDAM,0,No,No,12,DSL,No,No,Month-to-month,No,Bank transfer,43.8,540.95,0,45.07916666666667,0-1yr
3717-OFRTN,0,No,No,1,No,No,No,Month-to-month,No,Bank transfer,19.75,19.75,0,19.75,0-1yr
9046-JBFWA,0,No,Yes,27,No,No,No,Month-to-month,No,Mailed check,19.15,537.35,0,19.901851851851852,2-4yr
3280-NMUVX,0,Yes,Yes,34,No,No,No,One year,No,Credit card,19.6,678.8,0,19.96470588235294,2-4yr
1206-EHBDD,0,Yes,No,56,Fiber optic,Yes,No,Two year,No,Bank transfer,80.3,4513.65,0,80.60089285714285,4-6yr
8361-LBRDI,0,No,No,58,No,No,No,Two year,No,Credit card,24.35,1423.85,0,24.54913793103448,4-6yr
4883-KCPZJ,0,Yes,Yes,22,No,No,No,Two year,No,Credit card,25.25,555.4,0,25.245454545454546,1-2yr
9108-EQPNQ,0,Yes,Yes,10,No,No,No,Two year,No,Credit card,26.1,225.55,0,22.555,0-1yr
7277-KAMWT,0,No,No,13,No,No,No,Two year,No,Credit card,20.0,268.45,0,20.65,1-2yr
3842-IYKUE,0,No,No,35,Fiber optic,No,Yes,Month-to-month,No,Credit card,85.3,2917.5,1,83.35714285714286,2-4yr
6641-XRPSU,0,No,No,34,Fiber optic,No,No,Month-to-month,Yes,Credit card,70.0,2416.1,1,71.06176470588235,2-4yr
1374-DMZUI,1,No,No,4,Fiber optic,No,No,Month-to-month,Yes,Electronic check,94.3,424.45,1,106.1125,0-1yr
2545-LXYVJ,0,Yes,No,72,No,No,No,Two year,No,Bank transfer,20.7,1492.1,0,20.72361111111111,4-6yr
3234-VKACU,0,No,No,2,DSL,No,Yes,Month-to-month,No,Electronic check,70.3,132.4,0,66.2,0-1yr
8357-EQXFO,0,No,No,7,Fiber optic,No,No,Month-to-month,Yes,Electronic check,95.35,660.9,1,94.41428571428571,0-1yr
1989-PRJHP,1,Yes,No,27,Fiber optic,No,No,Month-to-month,Yes,Electronic check,75.5,1893.95,1,70.1462962962963,2-4yr
8120-JDCAM,0,Yes,Yes,4,Fiber optic,No,No,Month-to-month,Yes,Mailed check,69.55,284.9,0,71.225,0-1yr
8917-FAEMR,0,No,No,37,No,No,No,Two year,No,Mailed check,19.85,784.25,0,21.195945945945947,2-4yr
7047-YXDMZ,0,No,No,21,No,No,No,Month-to-month,No,Mailed check,20.0,417.7,0,19.89047619047619,1-2yr
2858-EIMXH,1,Yes,No,53,Fiber optic,No,No,One year,Yes,Credit card,95.85,5016.25,0,94.64622641509433,4-6yr
9524-EGPJC,0,No,No,18,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,90.1,1612.75,1,89.59722222222223,1-2yr
6993-OHLXR,0,No,No,2,Fiber optic,No,No,Month-to-month,No,Electronic check,68.95,119.75,1,59.875,0-1yr
8818-XYFCQ,0,Yes,Yes,32,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,99.55,3204.65,1,100.1453125,2-4yr
6419-ZTTLE,1,Yes,No,23,No,No,No,One year,Yes,Electronic check,20.75,485.2,0,21.09565217391304,1-2yr
0929-HYQEW,0,No,No,3,DSL,Yes,No,Month-to-month,Yes,Mailed check,50.15,160.85,0,53.61666666666667,0-1yr
6614-YOLAC,0,Yes,Yes,71,DSL,Yes,Yes,Two year,No,Mailed check,58.65,4145.25,0,58.38380281690141,4-6yr
7426-RHZGU,0,No,No,9,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,95.9,827.45,0,91.9388888888889,0-1yr
4065-JJAVA,0,No,No,1,DSL,No,No,Month-to-month,No,Electronic check,49.5,49.5,0,49.5,0-1yr
4695-VADHF,0,Yes,Yes,18,DSL,No,No,Month-to-month,No,Electronic check,57.45,990.85,1,55.047222222222224,1-2yr
3863-IUBJR,0,Yes,Yes,12,DSL,No,No,One year,No,Credit card,53.65,696.35,1,58.02916666666667,0-1yr
7649-SIJJF,0,Yes,No,71,DSL,Yes,Yes,Two year,Yes,Mailed check,80.1,5585.4,0,78.66760563380281,4-6yr
9361-YNQWJ,0,No,No,64,No,No,No,One year,Yes,Bank transfer,24.4,1601.2,0,25.01875,4-6yr
3748-FVMZZ,0,No,No,4,DSL,No,Yes,Month-to-month,Yes,Electronic check,40.05,162.45,0,40.6125,0-1yr
9391-TTOYH,0,No,No,23,No,No,No,Month-to-month,Yes,Mailed check,19.5,470.2,0,20.443478260869565,1-2yr
1452-XRSJV,0,Yes,Yes,39,DSL,Yes,No,Month-to-month,No,Credit card,51.05,2066.0,0,52.97435897435897,2-4yr
3422-WJOYD,0,Yes,No,28,DSL,Yes,Yes,One year,No,Mailed check,54.35,1426.45,0,50.94464285714286,2-4yr
8242-SOQUO,1,No,No,5,Fiber optic,No,No,Month-to-month,Yes,Electronic check,84.7,392.5,0,78.5,0-1yr
7460-ITWWP,1,Yes,No,45,Fiber optic,No,No,Month-to-month,Yes,Electronic check,86.1,3861.45,0,85.81,2-4yr
7147-AYBAA,0,No,No,37,Fiber optic,No,No,Month-to-month,Yes,Mailed check,70.35,2552.9,0,68.9972972972973,2-4yr
7868-TMWMZ,1,Yes,No,60,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer,110.0,6668.35,0,111.13916666666667,4-6yr
4822-RVYBB,1,No,No,8,Fiber optic,No,No,Month-to-month,Yes,Electronic check,100.6,819.4,1,102.425,0-1yr
6732-FZUGP,0,No,No,47,Fiber optic,Yes,No,One year,No,Credit card,94.9,4615.25,0,98.19680851063829,2-4yr
8436-BJUMM,0,Yes,Yes,26,Fiber optic,No,No,Month-to-month,Yes,Electronic check,83.75,2070.6,1,79.63846153846154,2-4yr
4184-TJFAN,1,Yes,Yes,3,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,88.3,273.75,1,91.25,0-1yr
8329-GWVPJ,0,Yes,Yes,50,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,69.75,3557.7,0,71.154,4-6yr
1352-VHKAJ,0,Yes,Yes,27,DSL,No,Yes,Month-to-month,No,Bank transfer,71.6,1957.1,0,72.48518518518519,2-4yr
4145-UQXUQ,1,No,No,8,Fiber optic,No,No,Month-to-month,Yes,Electronic check,92.1,729.95,1,91.24375,0-1yr
2632-TACXW,0,Yes,No,62,No,No,No,Two year,No,Bank transfer,23.65,1416.75,0,22.850806451612904,4-6yr
8146-QQKZH,0,Yes,No,71,DSL,Yes,Yes,Two year,No,Bank transfer,81.85,5924.4,0,83.44225352112676,4-6yr
1767-CJKBA,0,No,No,66,No,No,No,Two year,No,Mailed check,25.1,1697.7,0,25.722727272727273,4-6yr
6445-TNRXS,0,Yes,Yes,68,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer,114.7,7849.85,0,115.43897058823529,4-6yr
4581-LNWUM,0,No,No,13,DSL,No,No,Month-to-month,No,Electronic check,49.15,649.4,0,49.95384615384615,1-2yr
4869-EPIUS,0,Yes,No,56,Fiber optic,No,No,One year,Yes,Electronic check,80.9,4557.5,0,81.38392857142857,4-6yr
9948-YPTDG,0,Yes,No,38,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,79.45,3013.05,1,79.29078947368421,2-4yr
1236-WFCDV,1,No,No,14,Fiber optic,No,No,Month-to-month,No,Credit card,90.45,1266.1,1,90.43571428571428,1-2yr
1915-OAKWD,0,No,Yes,16,No,No,No,One year,Yes,Bank transfer,19.3,360.35,0,22.521875,1-2yr
7296-PIXQY,0,Yes,Yes,14,Fiber optic,No,No,Month-to-month,No,Electronic check,70.2,1046.5,0,74.75,1-2yr
4883-QICIH,0,Yes,Yes,32,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,69.75,2347.9,1,73.371875,2-4yr
3354-OADJP,0,No,No,8,DSL,Yes,Yes,One year,No,Bank transfer,54.25,447.75,0,55.96875,0-1yr
3524-WQDSG,0,Yes,Yes,43,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,99.3,4209.95,0,97.90581395348836,2-4yr
0810-DHDBD,0,No,No,52,DSL,Yes,Yes,One year,No,Credit card,74.0,3877.65,0,74.57019230769231,4-6yr
4026-SKKHW,0,No,No,3,DSL,No,Yes,Month-to-month,Yes,Mailed check,50.25,152.3,0,50.76666666666667,0-1yr
2829-HYVZP,0,No,No,29,No,No,No,One year,Yes,Mailed check,19.8,572.2,0,19.731034482758623,2-4yr
8329-IBCTI,0,No,No,1,No,No,No,Month-to-month,No,Mailed check,19.65,19.65,1,19.65,0-1yr
1271-SJBGZ,1,No,No,12,DSL,No,Yes,Month-to-month,Yes,Electronic check,43.65,526.95,1,43.9125,0-1yr
3845-JHAMY,0,Yes,Yes,16,DSL,No,No,Month-to-month,Yes,Credit card,35.5,552.7,0,34.54375,1-2yr
7013-PSXHK,0,No,No,40,DSL,No,Yes,One year,Yes,Mailed check,80.75,3208.65,0,80.21625,2-4yr
5669-SRAIP,0,No,No,5,DSL,No,No,Month-to-month,No,Electronic check,39.5,210.75,1,42.15,0-1yr
5981-ITEMU,0,Yes,No,40,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,97.1,3706.95,1,92.67375,2-4yr
3486-NPGST,0,No,No,36,No,No,No,One year,No,Mailed check,19.55,620.75,0,17.243055555555557,2-4yr
6941-PMGEP,0,No,No,5,Fiber optic,No,No,Month-to-month,Yes,Electronic check,80.0,412.5,1,82.5,0-1yr
1624-WOIWJ,0,No,No,10,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,84.7,832.05,1,83.205,0-1yr
2074-GKOWZ,0,Yes,Yes,2,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,89.55,185.55,1,92.775,0-1yr
0376-YMCJC,0,No,No,23,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,90.6,1943.2,1,84.48695652173913,1-2yr
6100-FJZDG,0,Yes,Yes,26,No,No,No,One year,Yes,Bank transfer,20.05,505.9,0,19.457692307692305,2-4yr
4829-ZLJTK,1,Yes,No,72,Fiber optic,Yes,No,Two year,Yes,Electronic check,112.4,8046.85,0,111.76180555555555,4-6yr
1730-VFMWO,0,Yes,No,34,DSL,No,Yes,Month-to-month,No,Bank transfer,50.2,1815.3,0,53.391176470588235,2-4yr
7143-BQIBA,0,No,No,10,DSL,Yes,Yes,Month-to-month,No,Bank transfer,62.25,612.95,0,61.295,0-1yr
3800-LYTRK,0,No,No,14,DSL,Yes,Yes,One year,No,Mailed check,55.7,795.15,0,56.79642857142857,1-2yr
0634-SZPQA,0,No,No,23,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,90.05,2169.8,1,94.33913043478262,1-2yr
9646-NMHXE,0,Yes,No,47,No,No,No,Two year,No,Mailed check,19.65,973.1,0,20.70425531914894,2-4yr
7030-NJVDP,0,Yes,No,24,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,2210.2,0,92.09166666666665,1-2yr
5536-RTPWK,0,Yes,No,49,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,99.05,4853.75,1,99.0561224489796,4-6yr
8883-GRDWQ,1,No,No,20,DSL,Yes,Yes,One year,No,Mailed check,54.0,1055.9,0,52.795,1-2yr
6166-ILMNY,0,No,No,2,Fiber optic,No,No,Month-to-month,No,Bank transfer,69.75,144.55,1,72.275,0-1yr
3097-NNSPB,0,No,No,2,DSL,No,No,Month-to-month,Yes,Credit card,49.05,91.1,1,45.55,0-1yr
7771-ZONAT,0,No,No,22,DSL,No,Yes,Two year,No,Bank transfer,56.75,1304.85,0,59.31136363636363,1-2yr
0655-RBDUG,0,No,No,7,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,98.05,713.0,1,101.85714285714286,0-1yr
2111-DWYHN,0,No,No,1,No,No,No,Month-to-month,No,Mailed check,21.1,21.1,0,21.1,0-1yr
4194-WHFCB,0,Yes,Yes,59,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,96.65,5580.8,0,94.58983050847458,4-6yr
4121-AGSIN,0,Yes,Yes,58,No,No,No,One year,Yes,Credit card,24.5,1497.9,0,25.82586206896552,4-6yr
4361-BKAXE,0,No,No,41,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,114.5,4527.45,1,110.42560975609756,2-4yr
9845-PEEKO,1,No,No,59,Fiber optic,No,No,Two year,Yes,Credit card,79.2,4590.35,0,77.80254237288136,4-6yr
0455-XFASS,0,Yes,Yes,3,Fiber optic,No,No,Month-to-month,Yes,Electronic check,69.55,200.2,0,66.73333333333333,0-1yr
